model,task_dir,attempts,llm_calls,accepted_repairs,input_tokens_in_log,output_tokens_in_log,top_action,top_action_count,top_error,top_error_count
gpt5,o-AC__vreplicaset_controller__proof__liveness__spec__spec_of_previous_phases_entails_eventually_new_invariants-20251126-121831,20,37,11,2077875,165888,uselemma,6,AssertFail,13
claude,o-OS__kernel__syscall_receive_pages__impl0__syscall_receive_pages-20251202-074210,20,37,9,1981845,43081,add_trigger_assert,10,AssertFail,17
o4mini,o-AC__vreplicaset_controller__proof__liveness__proof__eventually_stable_reconciliation_holds_per_cr-20251126-010210,20,37,3,1881230,160547,uselemma,13,AssertFail,19
gpt5,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_receive_ok_resp_to_send_delete_pod_req-20251126-081146,20,37,7,1757937,185407,instantiate_forall,7,AssertFail,17
gpt5,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_send_create_pod_req_to_receive_ok_resp-20251126-084146,20,37,8,1724847,273450,case_analysis,7,AssertFail,17
o4mini,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_receive_list_pods_resp_to_send_create_pod_req-20251126-052309,20,37,6,1716481,163480,instantiate_exists,6,AssertFail,14
claude-s4,o-NR__spec_t__os_invariant__step_MapNoOp_and_step_MapOpChange_preserves_overlap_mem_inv-20251203-232957,20,37,7,1712450,28912,case_analysis,10,AssertFail,17
gpt5,o-NR__impl_u__wrapped_token__impl2__read-20251128-050009,20,37,12,1518993,265065,uselemma,8,AssertFail,10
o4mini,o-OS__kernel__create_and_map_pages__impl0__alloc_and_map_io-20251128-135958,20,37,7,1386142,169432,add_trigger_assert,10,AssertFail,17
gpt5,o-OS__kernel__syscall_send_endpoint__impl0__syscall_send_endpoint-20251128-233525,20,37,4,1336022,107966,postcondition_repair,9,AssertFail,9
o4mini,o-NR__impl_u__os_refinement__step_UnmapOpChange_refines-20251128-061616,20,37,8,1242125,181116,extensional_equality,9,AssertFail,18
claude-s4,o-OS__process_manager__impl_base__impl0__run_blocked_thread-20251204-113820,20,37,6,1195976,27200,seqsetmap,6,AssertFail,14
claude-s4,o-OS__process_manager__impl_base__impl0__block_running_thread-20251204-101549,20,37,12,1049069,34989,case_analysis,6,AssertFail,17
claude-s4,o-OS__memory_manager__spec_impl__impl0__create_iommu_table_l3_entry-20251204-064403,20,37,10,963190,37642,postcondition_repair,4,AssertFail,14
claude-s4,o-NR__spec_t__mmu__rl2__step_Writeback_preserves_inv_unmapping__inflight_walks-20251204-081125,20,37,11,952492,30987,uselemma,9,AssertFail,15
o4mini,o-OS__kernel__create_and_map_pages__impl0__check_io_space_va_range_free-20251128-145958,20,37,4,932659,99826,postcondition_repair,9,AssertFail,10
claude-s4,o-OS__pagetable__pagetable_impl_base__impl0__create_entry_l4-20251204-082445,20,37,9,924365,31134,case_analysis,6,AssertFail,15
claude-s4,o-OS__memory_manager__spec_impl__impl0__create_pagetable_l4_entry-20251204-072044,20,37,12,916979,36039,case_analysis,4,AssertFail,17
claude-s4,o-IR__host_impl_v__impl2__deliver_packet_seq-20251203-060914,20,37,10,906843,36549,seqsetmap,7,AssertFail,17
claude,o-NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__valid_not_pending_is_not_in_sbuf-20251202-044250,20,37,7,894503,46929,add_trigger_assert,5,AssertFail,14
claude-s4,o-OS__allocator__page_allocator_spec_impl__impl2__alloc_page_4k-20251204-012629,20,37,9,842874,35186,uselemma,7,AssertFail,18
claude,o-OS__allocator__page_allocator_spec_impl__impl2__merged_4k_to_2m-20251202-034322,20,37,16,819109,34862,loopinv,5,AssertFail,13
o4mini,o-OS__pagetable__pagetable_impl_base__impl0__map_4k_page-20251129-020840,20,37,13,755013,115685,uselemma,10,AssertFail,15
gpt5,o-OS__pagetable__pagetable_impl_base__impl0__remove_l3_entry-20251129-022915,20,37,7,745824,205974,instantiate_forall,9,AssertFail,16
o4mini,o-OS__process_manager__impl_base__impl0__block_running_thread-20251129-063421,20,37,15,726320,124147,instantiate_forall,7,AssertFail,16
o4mini,o-ST__logimpl_update_log_metadata-20251130-015843,20,37,12,627177,162789,uselemma,6,AssertFail,16
claude,o-IR__net_sht_v__send_packet_seq-20251201-085900,20,37,9,553901,40767,loopinv,10,AssertFail,16
claude-s4,o-ST__subregion_serialize_and_write_relative-20251204-102229,20,37,13,447380,33751,case_analysis,7,AssertFail,16
claude,o-ST__pmemutil_check_cdb-20251202-113432,20,37,9,446984,49332,add_trigger_assert,6,AssertFail,17
gpt5,o-ST__inv_L_active_metadata_set_after_crash-20251129-231650,19,37,4,430080,273807,instantiate_forall,7,AssertFail,17
claude,o-IR__marshal_v__impl4__serialize-20251201-081510,20,37,9,413718,42558,seqsetmap,9,AssertFail,15
claude,o-OS__slinkedlist__spec_impl_u__impl2__remove_helper1-20251202-140910,20,37,2,413691,41256,case_analysis,7,AssertFail,19
claude,o-AL__wf1-20251130-211215,20,37,13,364624,39563,instantiate_forall,7,AssertFail,19
claude-s4,o-IR__marshal_v__impl2__lemma_serialize_injective-20251203-120016,20,37,10,329876,26355,seqsetmap,6,AssertFail,17
o4mini,o-OS__process_manager__process_tree__proc_tree_check_is_ancestor-20251129-122136,20,37,12,283904,105058,instantiate_forall,8,AssertFail,13
claude-s4,o-MA__commit_mask__impl__any_set-20251203-175257,20,37,2,244456,28857,reveal_opaque,17,AssertFail,17
claude-s4,o-MA__commit_mask__lemma_obtain_bit_index_1_aux-20251203-122842,20,37,10,211670,29301,bit_vector_reasoning,6,AssertFail,13
o4mini,o-MA__bin_sizes__size_of_bin_mult_word_size-20251127-183949,20,37,4,205065,118078,compute,8,AssertFail,16
o4mini,o-AL__tla_forall_and_equality-20251126-002349,20,37,9,194893,140399,instantiate_forall,6,AssertFail,17
gpt5,o-IR__delegation_map_v__impl3__values_agree-20251126-080405,20,37,8,194680,126608,instantiate_forall,8,AssertFail,15
claude,o-IR__marshal_v__impl4__serialized_size-20251201-082700,20,37,3,140982,21690,invariant_end_repair,15,InvFailEnd,15
o4mini,o-NR__spec_t__mmu__translation__MASK_L1_PG_ADDR-20251127-214601,20,37,1,62140,92985,plain_text_repair,19,Other,19
claude-s4,o-NR__impl_u__wrapped_token__impl3__finish_unmap_and_release_lock-20251204-012407,20,36,2,2127676,32560,uselemma,15,AssertFail,16
claude-s4,o-NR__impl_u__wrapped_token__impl2__write_change-20251204-005654,20,36,7,2007722,27907,uselemma,7,AssertFail,14
claude,o-NR__impl_u__wrapped_token__impl2__finish_map_and_release_lock-20251201-203020,20,36,6,1979349,39405,case_analysis,7,AssertFail,16
o4mini,o-AC__vreplicaset_controller__proof__liveness__proof_lemma_true_leads_to_always_current_state_matches-20251126-023012,20,36,15,1890708,163261,uselemma,12,AssertFail,13
gpt5,o-AC__vreplicaset_controller__proof__liveness__proof__eventually_stable_reconciliation_holds_per_cr-20251126-010235,20,36,4,1856479,358952,uselemma,14,AssertFail,19
claude,o-NR__impl_u__os_refinement__step_MapOpChange_refines-20251201-174224,20,36,17,1571723,39584,instantiate_exists,6,AssertFail,17
o4mini,o-OS__kernel__mem_util__impl0__create_iommu_table_entry-20251128-174000,20,36,3,1491007,137059,case_analysis,11,AssertFail,18
o4mini,o-NR__impl_u__wrapped_token__impl2__register_failed_map-20251128-091514,20,36,8,1309815,133033,uselemma,7,AssertFail,17
o4mini,o-OS__kernel__kernel_kill_thread__impl0__kernel_kill_thread-20251128-163643,20,36,12,1258951,108596,instantiate_forall,12,AssertFail,16
claude-s4,o-NR__impl_u__os_refinement__extra_mappings_submap-20251203-190137,19,36,12,1232800,32513,add_trigger_assert,7,AssertFail,17
claude,o-OS__process_manager__impl_new_thread__impl0__new_thread-20251202-122500,20,36,8,1157446,40446,add_trigger_assert,10,AssertFail,16
claude,o-OS__pagetable__pagetable_impl_base__impl0__remove_l2_entry-20251202-074113,20,36,4,1023107,41326,add_trigger_assert,10,AssertFail,17
claude,o-OS__pagetable__pagetable_impl_base__impl0__create_entry_l2-20251202-102405,20,36,8,983786,41857,add_trigger_assert,8,AssertFail,16
claude,o-OS__pagetable__pagetable_impl_base__impl0__map_2m_page-20251202-070720,20,36,9,978758,36470,add_trigger_assert,9,AssertFail,17
claude,o-IR__host_impl_v__impl2__host_model_receive_packet-20251201-022416,20,36,9,795994,44588,case_analysis,9,AssertFail,15
gpt5,o-IR__host_impl_v__impl2__real_next_impl-20251126-153133,20,36,12,790935,211961,case_analysis,12,AssertFail,15
gpt5,o-OS__memory_manager__spec_impl__impl0__create_iommu_table_l3_entry-20251129-005310,20,36,7,777705,180882,seqsetmap,9,AssertFail,15
o4mini,o-OS__allocator__page_allocator_spec_impl__impl2__remove_mapping_4k_helper2-20251128-121128,20,36,4,747454,139139,add_trigger_assert,11,AssertFail,17
o4mini,o-OS__process_manager__impl_base__impl0__block_running_thread_and_change_queue_state_and_set_trap_frame-20251129-071241,20,36,13,743394,133363,instantiate_forall,7,AssertFail,16
o4mini,o-OS__process_manager__impl_base__impl0__block_running_thread_and_change_queue_state-20251129-065129,20,36,11,725103,148157,case_analysis,7,AssertFail,16
o4mini,o-OS__process_manager__impl_base__impl0__block_running_thread_and_set_trap_frame-20251129-073210,20,36,12,709457,125676,case_analysis,6,AssertFail,16
o4mini,o-OS__process_manager__impl_drop_enpoints__impl0__drop_endpoint-20251129-092047,20,36,14,696741,109785,instantiate_forall,6,AssertFail,14
o4mini,o-NR__spec_t__mmu__rl2__next_step_preserves_wf-20251129-041722,20,36,3,657275,135215,instantiate_forall,12,AssertFail,17
claude-s4,o-NR__spec_t__mmu__rl2__next_step_preserves_inv_unmapping__core_vs_writer_reads-20251204-071356,20,36,9,654587,32065,postcondition_repair,6,AssertFail,14
gpt5,o-OS__allocator__page_allocator_spec_impl__impl2__merged_4k_to_2m-20251128-111551,20,36,4,616294,194117,nonlinear_arithmetic,14,AssertFail,16
claude-s4,o-IR__single_delivery_model_impl2__receive_ack_impl-20251203-135137,20,36,7,607340,27696,add_trigger_assert,10,AssertFail,15
o4mini,o-OS__memory_manager__spec_impl__impl0__create_iommu_table_l3_entry-20251128-203047,20,36,11,592948,172280,extensional_equality,7,AssertFail,17
gpt5,o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_hl_implies_os-20251127-235844,15,36,6,554751,179875,instantiate_exists,6,AssertFail,13
gpt5,o-ST__logimpl_commit-20251130-043114,20,36,6,451345,197300,uselemma,10,AssertFail,16
claude,o-IR__marshal_v__impl2__lemma_serialize_injective-20251201-064700,20,36,8,393793,42995,seqsetmap,5,AssertFail,17
claude-s4,o-IR__marshal_v__impl2__serialize-20251203-120652,20,36,9,333746,29107,add_trigger_assert,6,AssertFail,16
claude-s4,o-OS__pagetable__pagemap__impl0__init-20251204-074928,20,36,12,324918,31115,case_analysis,4,AssertFail,17
o4mini,o-OS__process_manager__container_tree__in_subtree_impy_in_subsubtree-20251129-035617,20,36,8,312104,138148,instantiate_forall,10,AssertFail,18
claude-s4,o-AL__wf1_variant_temp-20251203-020915,20,36,13,310883,31019,case_analysis,7,AssertFail,13
claude-s4,o-IR__delegation_map_v__impl3__greatest_lower_bound_index-20251203-033220,20,36,7,297764,27741,add_trigger_assert,11,AssertFail,14
o4mini,o-OS__array_set__impl0__new-20251128-131210,16,36,8,271243,112008,seqsetmap,7,AssertFail,13
o4mini,o-NR__impl_u__l1__impl2__lemma_interp_entries_remove_implies_interp_remove-20251127-154844,15,36,10,252918,143049,uselemma,8,AssertFail,13
claude,o-NR__impl_u__l2_impl__lemma_bitvector_facts-20251201-142250,20,36,12,240634,31671,instantiate_forall,8,AssertFail,15
o4mini,o-AL__transform_leads_to_with_until-20251126-025623,20,36,16,221630,145620,instantiate_exists,10,AssertFail,18
o4mini,o-AL__leads_to_stable-20251125-172531,20,36,14,208409,154602,instantiate_forall,6,AssertFail,16
claude-s4,o-MA__layout__impl__align_up-20251203-131653,20,36,9,205434,29182,nonlinear_arithmetic,8,AssertFail,14
o4mini,o-IR__delegation_map_v__impl1_erase-20251126-055356,20,36,16,205215,153097,loopinv,3,AssertFail,13
o4mini,o-AL__tla_forall_leads_to_equality1-20251126-014005,17,36,3,204787,125184,instantiate_forall,9,AssertFail,14
o4mini,o-NR__impl_u__l2_impl__impl0__lemma_zero_entry_facts-20251127-191855,20,36,9,197276,99639,plain_text_repair,11,Other,11
gpt5,o-MA__layout__impl__align_down-20251126-235021,20,36,6,173940,136565,nonlinear_arithmetic,11,AssertFail,16
claude-s4,o-OS__kernel__kernel_kill_thread__impl0__kernel_kill_thread-20251204-042325,20,35,8,1653795,25835,add_trigger_assert,10,AssertFail,15
claude-s4,o-OS__process_manager__impl_new_container__impl0__new_container_with_endpoint-20251204-124841,20,35,9,1516748,23308,add_trigger_assert,8,AssertFail,14
gpt5,o-NR__impl_u__wrapped_token__impl2__finish_map_and_release_lock-20251128-043042,20,35,0,1340284,62485,postcondition_repair,20,PostCondFail,20
gpt5,o-OS__kernel__kernel_kill_thread__impl0__kernel_kill_thread-20251128-175713,20,35,12,1279839,176018,postcondition_repair,4,AssertFail,14
o4mini,o-NR__impl_u__wrapped_token__impl2__allocate-20251128-082129,20,35,4,1183082,87351,precondition_repair,15,PreCondFail,15
claude,o-OS__process_manager__impl_base__impl0__pass_endpoint-20251202-104006,20,35,6,1087492,40954,add_trigger_assert,11,AssertFail,17
claude-s4,o-OS__memory_manager__spec_impl__impl0__create_pagetable_l3_entry-20251204-071146,20,35,7,1055669,41293,seqsetmap,7,AssertFail,15
gpt5,o-NR__impl_u__os_refinement__lemma_effective_mappings_unaffected_if_thread_state_constant-20251127-201339,15,35,9,1040466,271496,instantiate_exists,6,AssertFail,13
claude,o-OS__allocator__page_allocator_spec_impl__impl2__alloc_and_map_4k-20251202-025424,20,35,7,930381,40676,uselemma,9,AssertFail,18
claude-s4,o-OS__pagetable__pagetable_impl_base__impl0__map_4k_page-20251204-085255,20,35,13,903896,23327,uselemma,13,AssertFail,15
claude,o-ST__logimpl_tentatively_append-20251202-185018,20,35,9,860626,38993,precondition_repair,4,AssertFail,15
o4mini,o-AC__vreplicaset_controller__proof__liveness__spec__derived_invariants_since_beginning_is_stable-20251126-103521,20,35,12,854760,101719,case_analysis,9,AssertFail,17
claude,o-NR__spec_t__mmu__rl2__next_step_preserves_inv-20251202-040443,20,35,8,850193,39258,case_analysis,8,AssertFail,16
o4mini,o-OS__process_manager__impl_base__impl0__pass_endpoint-20251129-081516,20,35,9,731674,142613,uselemma,7,AssertFail,16
o4mini,o-OS__pagetable__pagetable_impl_base__impl0__create_entry_l2-20251129-000856,20,35,15,672355,138888,uselemma,8,AssertFail,15
claude-s4,o-NR__spec_t__mmu__rl2__lemma_step_writenonneg_valid_walk_unchanged-20251204-051017,20,35,9,610376,29728,bit_vector_reasoning,4,AssertFail,16
claude,o-NR__spec_t__mmu__rl2__lemma_invalid_walk_is_invalid_in_writer_mem-20251202-011227,20,35,4,513296,35095,plain_text_repair,7,AssertFail,12
claude,o-OS__process_manager__process_tree__proc_tree_check_is_ancestor-20251202-130819,20,35,6,431419,34495,add_trigger_assert,14,AssertFail,15
claude-s4,o-OS__process_manager__process_tree__proc_tree_check_is_ancestor-20251204-133908,20,35,12,411543,23897,add_trigger_assert,5,AssertFail,12
gpt5,o-OS__process_manager__process_tree__proc_tree_check_is_ancestor-20251129-144628,20,35,17,381610,150664,instantiate_forall,8,AssertFail,13
claude-s4,o-ST__subregion_write_absolute-20251204-103425,20,35,4,345485,30521,add_trigger_assert,9,AssertFail,14
claude-s4,o-NR__impl_u__l2_impl__impl0__lemma_addr_mask_when_hp_pat_is_zero-20251203-172522,18,35,7,324855,27583,compute,5,AssertFail,13
claude-s4,o-AL__transform_leads_to_with_until-20251203-012811,18,35,12,300156,32107,case_analysis,9,AssertFail,16
claude-s4,o-NR__impl_u__indexing__lemma_entry_base_from_index-20251203-155757,20,35,13,291253,26868,nonlinear_arithmetic,6,AssertFail,15
claude,o-IR__marshal_v__impl2__lemma_serialization_is_not_a_prefix_of-20251201-063613,20,35,5,266427,33540,precondition_repair,6,AssertFail,18
gpt5,o-MA__commit_mask__impl__create-20251127-184846,20,35,9,247366,214435,compute,7,AssertFail,12
claude-s4,o-MA__commit_mask__impl__is_full-20251203-182338,14,35,8,230135,22633,nonlinear_arithmetic,4,AssertFail,11
o4mini,o-AL__wf1-20251126-050516,20,35,14,211945,141593,instantiate_forall,7,AssertFail,17
claude-s4,o-AL__seq_pred_false_on_all_elements_is_equivalent_to_empty_filter-20251202-203819,20,35,12,211714,25746,instantiate_forall,8,AssertFail,15
claude,o-NR__impl_u__indexing__lemma_index_from_base_and_addr-20251201-135844,14,35,4,203164,28426,nonlinear_arithmetic,11,AssertFail,12
o4mini,o-IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of-20251126-231032,20,35,6,201987,114615,postcondition_repair,9,AssertFail,11
gpt5,o-IR__verus_extra__lemma_seq_fold_left_append_len_int_le-20251127-110544,15,35,4,190058,132620,induction,11,AssertFail,13
o4mini,o-IR__marshal_v__impl2__serialize-20251126-225344,20,35,4,81885,99941,decfailend_repair,16,DecFailEnd,16
claude-s4,o-AC__vreplicaset_controller__proof__liveness__proof__spec_before_phase_n_entails_true_leads_to_current_state_matches-20251202-222645,20,34,9,2300577,36410,uselemma,9,AssertFail,14
claude,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_receive_list_pods_resp_to_done-20251130-230837,20,34,9,2176198,44227,add_trigger_assert,8,AssertFail,14
claude,o-NR__impl_u__wrapped_token__impl3__finish_unmap_and_release_lock-20251201-215231,20,34,12,1961650,31546,precondition_repair,13,AssertFail,13
claude-s4,o-NR__impl_u__wrapped_token__start_map_and_acquire_lock-20251204-020425,20,34,15,1624141,24888,precondition_repair,7,AssertFail,13
o4mini,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_init_step_to_send_list_pods_req-20251126-100558,20,34,10,1484270,151506,precondition_repair,10,AssertFail,10
o4mini,o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_after_list_pods_to_reconcile_idle-20251126-140716,20,34,1,1463989,151136,uselemma,12,AssertFail,19
claude,o-OS__process_manager__impl_base__impl0__block_running_thread_and_change_queue_state-20251202-094957,20,34,8,994693,38392,add_trigger_assert,8,AssertFail,18
claude,o-NR__spec_t__mmu__rl2__step_Writeback_preserves_inv_unmapping__inflight_walks-20251202-062601,20,34,7,862650,38614,plain_text_repair,7,AssertFail,11
claude,o-OS__allocator__page_allocator_spec_impl__impl2__remove_io_mapping_4k_helper1-20251202-035600,20,34,4,860400,35852,add_trigger_assert,12,AssertFail,19
o4mini,o-OS__process_manager__impl_new_thread__impl0__new_thread-20251129-103017,20,34,9,753424,131608,case_analysis,7,AssertFail,16
claude-s4,o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_vmem_overlap_os_implies_hl-20251203-194655,13,34,7,675770,41389,instantiate_exists,4,AssertFail,11
o4mini,o-OS__pagetable__pagetable_impl_base__impl0__remove_l3_entry-20251129-024641,20,34,15,655949,120603,case_analysis,6,AssertFail,14
